year	month	day	hour	temperature	rel_hum	wind_spd	wind_dir
2006	6	1	00:00	20.35	63.64	1.015	157.7
2006	6	1	00:30	19.82	68.91	1.324	157.6
2006	6	1	01:00	19.09	73.8	1.097	161.8
2006	6	1	01:30	18.86	74.9	1.325	150.8
2006	6	1	02:00	18.62	75.2	1.223	166.4
2006	6	1	02:30	18.43	77.3	1.456	144.2
2006	6	1	03:00	17.44	84.8	1.587	169.8
2006	6	1	03:30	17.29	84.9	1.344	165.5
2006	6	1	04:00	17.33	82.3	1.111	164.5
2006	6	1	04:30	16.96	83.9	1.173	171.2
2006	6	1	05:00	16.81	83.9	1.035	163.2
2006	6	1	05:30	16.41	87.3	1.301	142.8
2006	6	1	06:00	15.97	90	1.393	156.8
2006	6	1	06:30	16.44	86.5	1.4	136.7
2006	6	1	07:00	17.46	82.1	1.491	155.8
2006	6	1	07:30	20.34	64.69	1.067	158.5
2006	6	1	08:00	23.4	47.01	1.492	168.3
2006	6	1	08:30	25.62	38.98	1.354	168.4
2006	6	1	09:00	27.61	34.98	1.317	154.5
2006	6	1	09:30	29.45	30.38	1.501	147.6
2006	6	1	10:00	31.74	21.75	1.413	150.2
2006	6	1	10:30	34.02	14.42	1.217	94.6
2006	6	1	11:00	35.72	12.49	0.781	140.7
2006	6	1	11:30	36.07	10.55	1.528	50.68
2006	6	1	12:00	35.8	9.49	2.192	36.58
2006	6	1	12:30	36.31	8.38	2.364	36.2
2006	6	1	13:00	37.02	7.95	2.161	4.653
2006	6	1	13:30	36.47	8.15	2.472	0.416
2006	6	1	14:00	36.23	8.08	2.621	14.2
2006	6	1	14:30	36.17	10.34	2.133	359.8
2006	6	1	15:00	35.81	12.53	1.972	349.1
2006	6	1	15:30	35.79	13.28	2.043	352
2006	6	1	16:00	35.89	11.29	1.955	342.6
2006	6	1	16:30	35.99	10.79	1.817	350.7
2006	6	1	17:00	35.38	13.47	1.628	351.8
2006	6	1	17:30	34.78	13.82	1.243	350.3
2006	6	1	18:00	34.77	14.36	0.951	344.8
2006	6	1	18:30	33.79	22.06	1.285	250.6
2006	6	1	19:00	31.67	27.73	1.474	240.7
2006	6	1	19:30	29.87	28.33	1.139	205.4
2006	6	1	20:00	28.29	36.23	1.232	183.3
2006	6	1	20:30	26.77	40.64	1.351	178.3
2006	6	1	21:00	25.39	42.62	1.488	164.6
2006	6	1	21:30	23.71	49.95	1.619	157.9
2006	6	1	22:00	22.84	53.84	1.769	164.2
2006	6	1	22:30	21.99	59.67	1.402	174.6
2006	6	1	23:00	21.83	59.64	0.831	183.5
2006	6	1	23:30	21.48	61.79	1.149	149.8
2006	6	2	00:00	21.01	63.06	0.723	166.1
2006	6	2	00:30	20.89	64.28	1.229	141.4
2006	6	2	01:00	19.8	71.7	1.508	147.5
2006	6	2	01:30	19.2	75.8	1.712	150.2
2006	6	2	02:00	18.6	79.7	1.807	152.1
2006	6	2	02:30	18.2	82	1.732	155.1
2006	6	2	03:00	18.26	79.9	1.388	170.3
2006	6	2	03:30	17.87	83.6	1.519	160.5
2006	6	2	04:00	17.38	87.9	1.629	167.2
2006	6	2	04:30	17.26	88.4	1.643	165.5
2006	6	2	05:00	17.16	88	1.404	180.1
2006	6	2	05:30	17.03	87.8	1.348	160.5
2006	6	2	06:00	16.88	88	1.537	177.1
2006	6	2	06:30	17.4	83.8	1.515	167.2
2006	6	2	07:00	18.51	78.6	1.849	168.6
2006	6	2	07:30	20.09	71.1	1.854	175.3
2006	6	2	08:00	21.77	64.7	1.903	164
2006	6	2	08:30	23.31	58.78	2.173	169.6
2006	6	2	09:00	25.21	51.37	2.029	167.1
2006	6	2	09:30	27.68	42.55	1.841	181.6
2006	6	2	10:00	30.06	35.78	1.582	184.1
2006	6	2	10:30	32.72	29.62	1.397	200.2
2006	6	2	11:00	34.58	25.08	1.242	197
2006	6	2	11:30	36.29	20.94	1.172	193.2
2006	6	2	12:00	37.49	15.97	1.205	240.9
2006	6	2	12:30	37.9	15.6	1.8	78.2
2006	6	2	13:00	36.88	16.13	2.168	26.79
2006	6	2	13:30	37.28	13.73	2.061	5.435
2006	6	2	14:00	37.77	12.21	1.903	0.247
2006	6	2	14:30	37.91	11.87	2.024	15.02
2006	6	2	15:00	37.73	11.9	2.149	357.7
2006	6	2	15:30	36.77	13.97	2.188	7.45
2006	6	2	16:00	36.61	13.57	1.641	26.76
2006	6	2	16:30	37.06	12.78	1.228	52.98
2006	6	2	17:00	36.97	21.86	1.479	184.5
2006	6	2	17:30	35.56	29.14	2.164	236.5
2006	6	2	18:00	34.61	31.67	1.765	236.3
2006	6	2	18:30	33.74	32.5	1.52	218.6
2006	6	2	19:00	31.54	34.85	1.54	195.6
2006	6	2	19:30	29.7	38.79	1.595	188.5
2006	6	2	20:00	27.47	45.81	1.82	167.9
2006	6	2	20:30	25.1	54.98	1.869	165.4
2006	6	2	21:00	23.77	59.5	1.803	165.3
2006	6	2	21:30	22.35	65.52	1.945	164.7
2006	6	2	22:00	21.44	69.54	2.038	163.8
2006	6	2	22:30	20.78	72.7	1.814	171.5
2006	6	2	23:00	20.38	74.9	1.964	164.4
2006	6	2	23:30	19.77	78.5	1.784	171.2
2006	6	3	00:00	19.86	78.1	1.296	160
2006	6	3	00:30	19.75	78.3	1.284	170.8
2006	6	3	01:00	19.57	78.8	1.559	167.6
2006	6	3	01:30	19.47	79	1.313	164.5
2006	6	3	02:00	19.35	79.6	1.315	161.2
2006	6	3	02:30	19.25	79.8	1.194	161.8
2006	6	3	03:00	18.57	83.8	1.419	154.3
2006	6	3	03:30	18.47	84.2	1.244	164.1
2006	6	3	04:00	18.68	83.1	1.322	147.9
2006	6	3	04:30	18.18	86.5	1.228	156.4
2006	6	3	05:00	17.87	88.7	1.746	145.1
2006	6	3	05:30	17.63	90.4	1.895	155.4
2006	6	3	06:00	17.8	89	1.557	163.3
2006	6	3	06:30	18.44	85.1	1.437	162.5
2006	6	3	07:00	19.87	76.8	1.504	185.1
2006	6	3	07:30	21.06	71	1.587	184
2006	6	3	08:00	22.47	64.83	1.534	177.6
2006	6	3	08:30	23.81	59.95	1.842	162.4
2006	6	3	09:00	25.84	52.67	1.722	158.1
2006	6	3	09:30	28.33	44.21	1.523	157.1
2006	6	3	10:00	30.55	36.49	1.454	160.4
2006	6	3	10:30	33.49	28.1	1.131	205.9
2006	6	3	11:00	35.68	22.45	0.902	239.6
2006	6	3	11:30	36.95	19.06	0.872	140.7
2006	6	3	12:00	37.77	16.6	1.639	68.74
2006	6	3	12:30	36.59	18.32	2.207	32.12
2006	6	3	13:00	36.65	18.73	2.409	21.47
2006	6	3	13:30	36.38	22.58	2.209	23.12
2006	6	3	14:00	36.35	21.15	1.834	30.61
2006	6	3	14:30	36.65	23.08	1.717	43.68
2006	6	3	15:00	37.39	21.32	1.208	27.03
2006	6	3	15:30	37	25.94	1.303	55.21
2006	6	3	16:00	36.46	26.27	2.064	218
2006	6	3	16:30	34.77	28.86	2.066	210.6
2006	6	3	17:00	33.13	32.48	2.078	197.7
2006	6	3	17:30	31.12	37.06	2.183	189.5
2006	6	3	18:00	29.15	42.61	2.01	188.7
2006	6	3	18:30	27.14	48.3	2.14	182.6
2006	6	3	19:00	25	56.54	1.965	191.5
2006	6	3	19:30	22.92	65.88	2.186	184.1
2006	6	3	20:00	21.54	72.2	1.93	180.5
2006	6	3	20:30	20.93	75.5	2.302	175.6
2006	6	3	21:00	20.55	77.6	1.909	175.5
2006	6	3	21:30	20.29	78.7	1.686	175.4
2006	6	3	22:00	20.16	79.2	1.489	172.4
2006	6	3	22:30	19.82	81.2	1.74	152.8
2006	6	3	23:00	19.37	83.1	1.394	185.9
2006	6	3	23:30	19.46	82.1	1.226	197.8
2006	6	4	00:00	19.47	81.7	1.213	123.8
2006	6	4	00:30	19.1	83.4	1.372	168.1
2006	6	4	01:00	19.53	80.7	1.01	207.1
2006	6	4	01:30	19.78	79.7	1.327	232.1
2006	6	4	02:00	19.86	79.3	0.912	169.5
2006	6	4	02:30	19.61	80.5	1.177	138.7
2006	6	4	03:00	18.55	86.4	1.542	144.6
2006	6	4	03:30	18.05	89.3	1.852	159.2
2006	6	4	04:00	17.76	91	2.003	157.7
2006	6	4	04:30	17.61	92.6	2.233	155.6
2006	6	4	05:00	17.56	93.6	2.068	163.4
2006	6	4	05:30	17.53	93.5	1.713	172.7
2006	6	4	06:00	17.56	93.3	1.58	168.7
2006	6	4	06:30	17.81	92.1	1.91	174.6
2006	6	4	07:00	18.38	88.6	2.237	177.3
2006	6	4	07:30	18.97	85.3	1.859	172.8
2006	6	4	08:00	20.18	79.7	2.191	174.8
2006	6	4	08:30	20.74	77	2.15	181
2006	6	4	09:00	22.23	70.2	1.883	172.1
2006	6	4	09:30	24.7	60.42	1.839	167.5
2006	6	4	10:00	27.68	47.05	1.845	196.9
2006	6	4	10:30	29.94	38.84	1.624	200.4
2006	6	4	11:00	32.22	32.21	1.353	198.2
2006	6	4	11:30	33.87	28.03	1.414	215
2006	6	4	12:00	35.07	26.44	1.473	208.1
2006	6	4	12:30	36.11	23.99	1.542	209.6
2006	6	4	13:00	36.63	23.36	1.634	196.5
2006	6	4	13:30	37.25	22.56	1.883	209.1
2006	6	4	14:00	36.28	24.34	2.171	22.25
2006	6	4	14:30	34.9	26.69	2.096	18.62
2006	6	4	15:00	35.93	25.07	1.425	20.55
2006	6	4	15:30	36.22	24.04	1.799	229.6
2006	6	4	16:00	34.88	26.37	1.924	217.9
2006	6	4	16:30	32.72	31.58	2.224	194.1
2006	6	4	17:00	30.68	35.53	2.108	197.7
2006	6	4	17:30	28.81	40.37	2.218	201.8
2006	6	4	18:00	27.47	42.69	2.019	201.1
2006	6	4	18:30	26.03	47.33	1.912	203.3
2006	6	4	19:00	24.54	52.79	1.913	196.2
2006	6	4	19:30	23.04	58.89	1.757	194.6
2006	6	4	20:00	21.72	66.23	1.668	187.3
2006	6	4	20:30	20.71	72.5	1.545	188.2
2006	6	4	21:00	19.84	77.1	1.715	184.8
2006	6	4	21:30	19.33	79.7	1.728	183.9
2006	6	4	22:00	18.95	82.1	1.908	175.5
2006	6	4	22:30	18.64	84.3	2.108	188.6
2006	6	4	23:00	18.51	86	1.712	172.5
2006	6	4	23:30	18.47	86.7	1.781	195.6
2006	6	5	00:00	18.38	87.3	1.58	189.6
2006	6	5	00:30	18.23	88.4	1.774	183.5
2006	6	5	01:00	18.09	89	1.555	189.4
2006	6	5	01:30	17.98	89.5	2.001	187.5
2006	6	5	02:00	17.98	89.8	1.939	183.8
2006	6	5	02:30	17.95	90.2	1.65	189.9
2006	6	5	03:00	17.88	90.9	1.673	189.3
2006	6	5	03:30	17.79	91.6	1.741	185.9
2006	6	5	04:00	17.7	92	1.235	177.2
2006	6	5	04:30	17.62	92.5	1.16	180.6
2006	6	5	05:00	17.57	92.5	1.3	181.3
2006	6	5	05:30	17.51	92.5	1.411	176.7
2006	6	5	06:00	17.45	92.3	1.153	180
2006	6	5	06:30	17.83	90.3	1.404	177.2
2006	6	5	07:00	18.83	85	1.499	192.3
2006	6	5	07:30	19.61	80.9	1.8	190.8
2006	6	5	08:00	20.65	75.3	1.741	208
2006	6	5	08:30	21.64	68.95	2.037	192.2
2006	6	5	09:00	23.01	62.41	1.906	197.9
2006	6	5	09:30	24.27	56.45	2.071	203.3
2006	6	5	10:00	25.73	50.73	2.067	195.5
2006	6	5	10:30	27	45.21	2.126	201.2
2006	6	5	11:00	28.82	39.23	1.747	198.6
2006	6	5	11:30	30.17	34.79	1.559	205.6
2006	6	5	12:00	31.39	31.74	1.641	211.5
2006	6	5	12:30	32.69	29.02	1.547	210.2
2006	6	5	13:00	33.26	27.24	1.501	207.1
2006	6	5	13:30	34.3	25.4	1.561	221
2006	6	5	14:00	34.94	25.53	1.703	211.3
2006	6	5	14:30	34.99	25.35	1.945	222.8
2006	6	5	15:00	34.48	26.88	2.056	211.5
2006	6	5	15:30	34.09	27.35	2	214.9
2006	6	5	16:00	33.68	27.47	2.055	214.2
2006	6	5	16:30	32.35	29.88	2.125	214.6
2006	6	5	17:00	31.51	31.1	1.956	220
2006	6	5	17:30	30.17	34.32	1.899	213.4
2006	6	5	18:00	28.33	39.85	2.415	234.2
2006	6	5	18:30	26.8	45.68	2.138	220.4
2006	6	5	19:00	24.87	53.18	1.963	211.9
2006	6	5	19:30	23.1	60.45	1.84	203.3
2006	6	5	20:00	21.93	65.25	1.609	200.4
2006	6	5	20:30	21.12	68.99	1.474	197.9
2006	6	5	21:00	20.48	72.7	1.78	195.7
2006	6	5	21:30	20.04	75.4	1.456	190
2006	6	5	22:00	19.68	78.4	1.649	184.1
2006	6	5	22:30	19.39	80.5	1.388	192.3
2006	6	5	23:00	19.06	83	1.503	182.9
2006	6	5	23:30	18.82	84.8	1.547	172
2006	6	6	00:00	18.65	86	1.511	177.2
2006	6	6	00:30	18.55	87.1	1.625	179
2006	6	6	01:00	18.47	88	1.591	174
2006	6	6	01:30	18.4	88.4	1.717	175.2
2006	6	6	02:00	18.27	88.1	1.686	178.6
2006	6	6	02:30	18.08	88.2	1.747	182.8
2006	6	6	03:00	17.87	88.3	1.795	178.7
2006	6	6	03:30	17.72	88.2	1.784	175
2006	6	6	04:00	17.6	88.1	1.935	177.1
2006	6	6	04:30	17.44	88.2	1.666	173.4
2006	6	6	05:00	17.23	88.7	1.604	171.7
2006	6	6	05:30	17	89.3	1.578	174.7
2006	6	6	06:00	16.87	89.3	1.623	178
2006	6	6	06:30	17.28	86.8	1.567	177.7
2006	6	6	07:00	18.07	82.4	1.708	173.5
2006	6	6	07:30	18.91	77.9	2.134	182.9
2006	6	6	08:00	20.16	72.2	1.897	190.3
2006	6	6	08:30	21.59	66.58	1.612	192.7
2006	6	6	09:00	22.97	60.32	1.662	199.1
2006	6	6	09:30	24.57	53.05	1.794	195.8
2006	6	6	10:00	26.3	45.62	1.827	189.5
2006	6	6	10:30	27.95	39.83	1.892	199.3
2006	6	6	11:00	29.49	35.68	1.757	205.9
2006	6	6	11:30	30.99	32.34	1.74	204
2006	6	6	12:00	32.36	30.96	1.87	196.5
2006	6	6	12:30	32.81	31.63	1.945	200
2006	6	6	13:00	33.21	31.28	1.898	200.9
2006	6	6	13:30	34.26	29.82	1.782	210.8
2006	6	6	14:00	34.32	30.25	2.015	220.2
2006	6	6	14:30	34.14	31.03	1.986	199.6
2006	6	6	15:00	33.93	31.69	2.105	209.1
2006	6	6	15:30	33.72	32.26	2.092	200.9
2006	6	6	16:00	33.09	33.37	1.97	215.4
2006	6	6	16:30	31.95	35.49	2.103	216.7
2006	6	6	17:00	30.61	38.2	2.096	209.3
2006	6	6	17:30	29.19	41.33	2.156	208
2006	6	6	18:00	27.95	44.63	2.15	206
2006	6	6	18:30	26.45	49.28	1.984	201.1
2006	6	6	19:00	24.55	55.5	1.908	195
2006	6	6	19:30	22.79	62.13	2.027	195.9
2006	6	6	20:00	21.47	68.07	2.147	190.7
2006	6	6	20:30	20.82	70.8	1.717	187.4
2006	6	6	21:00	20.37	72.7	1.501	182.1
2006	6	6	21:30	19.98	74.7	1.663	176.1
2006	6	6	22:00	19.55	77	1.711	167.9
2006	6	6	22:30	19.21	79	1.857	171.2
2006	6	6	23:00	18.96	80.5	1.665	173.5
2006	6	6	23:30	18.76	81.7	1.323	177.3
2006	6	7	00:00	18.58	82.6	1.261	167
2006	6	7	00:30	18.35	83.7	1.345	165
2006	6	7	01:00	18.12	84.9	1.463	160.4
2006	6	7	01:30	17.88	86.2	1.546	160.5
2006	6	7	02:00	17.75	86.6	1.498	159.8
2006	6	7	02:30	17.61	87	1.543	160.9
2006	6	7	03:00	17.41	88.3	1.99	153.3
2006	6	7	03:30	17.31	89.3	2.218	154.4
2006	6	7	04:00	17.22	89.4	2.107	157.9
2006	6	7	04:30	17.11	89.8	2.202	152.2
2006	6	7	05:00	17.27	88.9	2.071	165.2
2006	6	7	05:30	17.62	85.4	2.002	169.1
2006	6	7	06:00	18.16	80.1	1.662	183.6
2006	6	7	06:30	19.2	73.4	1.449	204.8
2006	6	7	07:00	20.14	69.46	1.677	189.3
2006	6	7	07:30	21.41	63.09	1.914	191.6
2006	6	7	08:00	22.62	59.19	1.859	185.3
2006	6	7	08:30	23.9	54.83	1.806	176.6
2006	6	7	09:00	25.76	46.81	1.881	179.3
2006	6	7	09:30	27.81	39.5	1.762	185
2006	6	7	10:00	29.41	35.17	1.782	194.7
2006	6	7	10:30	30.79	31.51	1.692	196.9
2006	6	7	11:00	32.36	28.67	1.729	191.5
2006	6	7	11:30	34.14	26.81	1.715	194
2006	6	7	12:00	35.57	23.42	1.386	207.2
2006	6	7	12:30	36.85	19.89	1.476	195.4
2006	6	7	13:00	37.44	20.13	1.698	204.5
2006	6	7	13:30	38.01	20.32	1.895	216.6
2006	6	7	14:00	38.25	19.75	1.777	214.1
2006	6	7	14:30	36.71	20.98	2.042	21.64
2006	6	7	15:00	36.6	22.8	1.808	8.32
2006	6	7	15:30	36.94	21.13	1.425	321.4
2006	6	7	16:00	37.08	24.74	2.246	215.7
2006	6	7	16:30	35.85	27.77	2.217	200.8
2006	6	7	17:00	33.94	31.66	2.06	202.8
2006	6	7	17:30	32.53	34.54	2.089	192.8
2006	6	7	18:00	30.84	37.98	2.101	190.6
2006	6	7	18:30	29.2	41.37	1.859	199.4
2006	6	7	19:00	26.71	48.15	2.074	181.1
2006	6	7	19:30	24.29	56.3	2.294	177.6
2006	6	7	20:00	22.83	62.07	2.437	172.7
2006	6	7	20:30	21.67	67.15	2.524	173.1
2006	6	7	21:00	20.96	70.5	2.23	170.1
2006	6	7	21:30	20.49	72.9	2.022	166.7
2006	6	7	22:00	20.06	75.6	1.979	170.1
2006	6	7	22:30	19.58	78.6	1.858	164.1
2006	6	7	23:00	19.19	80.9	2.132	168.6
2006	6	7	23:30	18.85	82.8	1.636	172.8
2006	6	8	00:00	18.63	83.8	1.436	174.4
2006	6	8	00:30	18.37	85.3	1.561	163.3
2006	6	8	01:00	18.08	87	1.54	166.9
2006	6	8	01:30	17.97	87	1.118	166.6
2006	6	8	02:00	17.88	87.8	1.48	158.1
2006	6	8	02:30	17.61	89.9	1.597	151.3
2006	6	8	03:00	17.5	90.5	1.664	166.4
2006	6	8	03:30	17.51	90.1	1.615	162.3
2006	6	8	04:00	17.49	89.2	1.321	166.2
2006	6	8	04:30	17.33	89.8	1.216	155.2
2006	6	8	05:00	17.2	90.7	1.633	153.3
2006	6	8	05:30	17.16	90.6	1.566	152.2
2006	6	8	06:00	17.19	90.1	1.548	156.2
2006	6	8	06:30	17.67	88	1.537	160.7
2006	6	8	07:00	18.8	81.7	1.625	158.6
2006	6	8	07:30	20.19	75.3	1.926	153.3
2006	6	8	08:00	22.13	66.97	1.903	146.1
2006	6	8	08:30	24.11	58.33	1.932	159
2006	6	8	09:00	27.16	43.65	1.727	177.2
2006	6	8	09:30	29.16	37.64	1.523	167.9
2006	6	8	10:00	31.19	32.83	1.414	194.6
2006	6	8	10:30	33.28	27.11	1.134	218.6
2006	6	8	11:00	34.62	22.8	1.077	225.8
2006	6	8	11:30	35.54	21.73	1.052	228
2006	6	8	12:00	36.41	20.84	1.861	78.5
2006	6	8	12:30	36.09	19.66	2.04	52.06
2006	6	8	13:00	37.06	17.18	2.089	41.91
2006	6	8	13:30	36.57	16.97	2.457	32.53
2006	6	8	14:00	36.74	16.5	2.576	28.08
2006	6	8	14:30	37.53	15.83	1.98	25.92
2006	6	8	15:00	37.13	16.71	1.983	37.17
2006	6	8	15:30	36.9	18.04	1.769	56.94
2006	6	8	16:00	37.24	20.06	1.373	82.4
2006	6	8	16:30	37.54	21.69	2.054	218.8
2006	6	8	17:00	37.2	21.97	1.92	262.9
2006	6	8	17:30	36.44	23.9	1.869	234.8
2006	6	8	18:00	35.54	25.3	1.914	240.3
2006	6	8	18:30	34.33	28.04	1.662	212.3
2006	6	8	19:00	31.9	33.17	1.66	191.9
2006	6	8	19:30	29.45	39.01	1.674	176.1
2006	6	8	20:00	27.29	45.29	1.81	178
2006	6	8	20:30	25.18	53.42	1.836	165.9
2006	6	8	21:00	23.66	59.89	1.889	172.9
2006	6	8	21:30	22.61	64.68	1.99	170.9
2006	6	8	22:00	21.89	68.47	1.707	167.3
2006	6	8	22:30	21.32	71.7	1.855	176.3
2006	6	8	23:00	20.99	73.2	1.602	172.6
2006	6	8	23:30	20.83	74.1	1.671	168.3
2006	6	9	00:00	20.77	74	1.206	173.1
2006	6	9	00:30	20.74	73.6	1.087	162.7
2006	6	9	01:00	20.51	74.7	1.185	163.4
2006	6	9	01:30	20.2	76.7	1.192	161
2006	6	9	02:00	19.93	78.5	1.424	173.8
2006	6	9	02:30	19.23	83.5	1.623	165.9
2006	6	9	03:00	18.76	87.2	1.784	164.4
2006	6	9	03:30	18.62	88.2	1.769	162.5
2006	6	9	04:00	18.48	89	2.227	169.3
2006	6	9	04:30	18.27	89.2	2.095	167
2006	6	9	05:00	18.19	88.7	2.198	174.3
2006	6	9	05:30	18.01	88.6	2.137	170.2
2006	6	9	06:00	17.89	88.7	1.895	173.7
2006	6	9	06:30	18.16	87.5	1.769	168.9
2006	6	9	07:00	19.12	83	1.692	166.7
2006	6	9	07:30	20.48	76.7	1.755	172.9
2006	6	9	08:00	22.33	67.98	1.663	174.8
2006	6	9	08:30	25.17	54.04	1.479	175.9
2006	6	9	09:00	27.61	43.67	1.431	169
2006	6	9	09:30	30.26	35.28	1.269	150.1
2006	6	9	10:00	32.45	26.61	0.973	129.1
2006	6	9	10:30	33.9	23.21	1.038	112.9
2006	6	9	11:00	34.74	19.71	1.45	51.08
2006	6	9	11:30	35.02	18.32	1.8	38.84
2006	6	9	12:00	35.75	17.15	1.924	34.37
2006	6	9	12:30	36.1	17.13	2.285	32.86
2006	6	9	13:00	36.12	17.01	2.496	35.34
2006	6	9	13:30	35.48	17.89	2.593	31.68
2006	6	9	14:00	36.17	17.67	2.455	33.98
2006	6	9	14:30	36.99	17.47	2.05	18.61
2006	6	9	15:00	37.31	17.82	1.889	17.49
2006	6	9	15:30	36.86	19.12	2.206	28.67
2006	6	9	16:00	37.26	19.37	1.764	11.89
2006	6	9	16:30	37.1	20.43	1.555	50.13
2006	6	9	17:00	36.61	19.97	1.399	47.2
2006	6	9	17:30	37.05	22.71	1.945	233.2
2006	6	9	18:00	36.19	24.62	1.965	241.9
2006	6	9	18:30	33.87	28.21	1.98	215.6
2006	6	9	19:00	31.46	32.4	1.789	196.2
2006	6	9	19:30	28.8	39.62	2.023	180.6
2006	6	9	20:00	25.81	50.35	2.236	174.3
2006	6	9	20:30	23.93	57.86	1.972	179.2
2006	6	9	21:00	22.58	64.29	1.944	168.7
2006	6	9	21:30	21.44	70.4	2.021	173.9
2006	6	9	22:00	20.82	73.9	1.974	174.2
2006	6	9	22:30	20.38	76.3	1.87	169.8
2006	6	9	23:00	20.08	78	1.844	175.6
2006	6	9	23:30	19.84	79.3	1.56	177.5
2006	6	10	00:00	19.63	80.3	1.536	176.2
2006	6	10	00:30	19.47	81.2	1.398	174.9
2006	6	10	01:00	19.2	83.4	1.651	177.4
2006	6	10	01:30	19.02	84.8	1.774	177
2006	6	10	02:00	18.91	85.5	1.7	179
2006	6	10	02:30	18.81	85.9	1.56	174.1
2006	6	10	03:00	18.68	86.5	1.531	172.3
2006	6	10	03:30	18.62	86.6	1.677	170
2006	6	10	04:00	18.59	86.3	1.737	181.7
2006	6	10	04:30	18.52	85.7	1.788	187.3
2006	6	10	05:00	18.4	85.6	1.623	180.8
2006	6	10	05:30	18.32	86	1.897	178.1
2006	6	10	06:00	18.83	81.8	1.418	187.7
2006	6	10	06:30	19.94	75.8	1.345	186.3
2006	6	10	07:00	20.9	70.6	1.739	195
2006	6	10	07:30	21.68	67.58	1.887	187.3
2006	6	10	08:00	23.42	59.19	1.673	187
2006	6	10	08:30	25.22	51.31	1.849	188.1
2006	6	10	09:00	27.27	44.55	1.721	190.2
2006	6	10	09:30	29.15	37.73	1.677	199.5
2006	6	10	10:00	31.13	32.34	1.488	217.3
2006	6	10	10:30	32.62	27.46	1.56	208.1
2006	6	10	11:00	34.36	22.4	1.234	201.2
2006	6	10	11:30	35.54	18.21	0.889	200.8
2006	6	10	12:00	36.69	15.93	1.152	229.9
2006	6	10	12:30	37.45	18.01	2.034	321.9
2006	6	10	13:00	36.59	17.59	2.282	14.24
2006	6	10	13:30	36.93	16.51	2.002	359.5
2006	6	10	14:00	36.83	11.5	2.121	2.879
2006	6	10	14:30	36.89	11.45	1.949	355.9
2006	6	10	15:00	37.15	12.59	1.779	9.77
2006	6	10	15:30	37.49	12.01	1.576	36.67
2006	6	10	16:00	37.11	12.32	1.443	50.88
2006	6	10	16:30	37.17	16.47	1.375	101.3
2006	6	10	17:00	36.83	24.1	2.017	198.6
2006	6	10	17:30	36.19	24.9	1.877	218.4
2006	6	10	18:00	35.12	29.6	1.675	210.6
2006	6	10	18:30	33.76	33.41	1.758	204.3
2006	6	10	19:00	31.51	37.81	2.021	182.9
2006	6	10	19:30	28.51	44.8	1.96	173.8
2006	6	10	20:00	26.22	51.71	2.155	166.9
2006	6	10	20:30	24.14	59.03	2.374	167.9
2006	6	10	21:00	22.85	65.11	1.881	179.9
2006	6	10	21:30	21.9	69.74	1.902	177.5
2006	6	10	22:00	20.93	74.4	2.021	166.9
2006	6	10	22:30	20.06	78.8	2.016	174.7
2006	6	10	23:00	19.58	81.3	1.904	175.3
2006	6	10	23:30	19.26	83.2	1.83	173.3
2006	6	11	00:00	18.92	85.3	1.798	180.2
2006	6	11	00:30	18.6	87.2	1.809	178.2
2006	6	11	01:00	18.36	88.7	1.595	171.8
2006	6	11	01:30	18.21	89.6	1.668	177.1
2006	6	11	02:00	17.99	91	1.829	179.8
2006	6	11	02:30	17.68	91.8	1.554	183.1
2006	6	11	03:00	17.41	92.5	1.142	176.2
2006	6	11	03:30	17.32	92.7	1.458	173.1
2006	6	11	04:00	17.3	93	1.595	172.4
2006	6	11	04:30	17.22	93.6	1.571	175.7
2006	6	11	05:00	17.22	93.2	1.433	172.6
2006	6	11	05:30	17.18	92.4	1.497	165.6
2006	6	11	06:00	17.12	91.8	1.6	161.3
2006	6	11	06:30	17.39	90	1.852	167.5
2006	6	11	07:00	18.23	85.8	2.012	173.4
2006	6	11	07:30	19.78	77.8	1.787	176.8
2006	6	11	08:00	21.1	70.7	1.873	185.3
2006	6	11	08:30	22.28	65.26	1.982	178.4
2006	6	11	09:00	23.89	59.07	1.752	175.2
2006	6	11	09:30	25.64	52.13	1.798	161.5
2006	6	11	10:00	27.76	44.42	1.661	171.9
2006	6	11	10:30	30.14	37.38	1.267	181.6
2006	6	11	11:00	31.87	32.9	1.111	186.5
2006	6	11	11:30	33.7	27.67	1.103	197.6
2006	6	11	12:00	34.68	27.86	1.77	97.2
2006	6	11	12:30	35.33	27.21	1.838	85.2
2006	6	11	13:00	35.87	25.24	1.939	58.47
2006	6	11	13:30	35.03	24.71	2.443	37.11
2006	6	11	14:00	35.94	18.66	2.09	9.54
2006	6	11	14:30	36.32	14.24	2.045	5.755
2006	6	11	15:00	36.58	15.22	1.844	23.68
2006	6	11	15:30	35.68	19.22	1.719	46.11
2006	6	11	16:00	36.19	22.75	1.209	39.29
2006	6	11	16:30	36.91	24.81	1.283	101.2
2006	6	11	17:00	36.83	27.93	1.593	193.5
2006	6	11	17:30	35.59	29.44	1.488	208.4
2006	6	11	18:00	34.71	30.79	1.365	204.9
2006	6	11	18:30	33.29	33.03	1.526	195.1
2006	6	11	19:00	31.65	35.58	1.369	203.4
2006	6	11	19:30	29.76	39.11	1.48	193.9
2006	6	11	20:00	27.47	45.47	1.542	191.6
2006	6	11	20:30	25.41	52.57	1.617	181.1
